variable,PC1_thermal_geographic,PC2_wet_productive,PC3,PC4,PC5,PC6
tmp_z,0.5357674928032696,-0.015340622384534364,0.4394406022332179,-0.029191579585229308,0.247630702107062,-0.6763406709080438
pre_log_z,-0.11948738888026167,0.7077264251226563,0.042508896262332924,-0.5743003831610103,-0.345134130536229,-0.1846633874387641
dtr_z,0.5142151345206474,-0.035007846369250584,-0.31523515191599255,0.2943958081105712,-0.7362609586460519,-0.07896172528207013
ndvi_z,0.0901287619341946,0.6993265295622307,0.03010634722917209,0.6439044965304335,0.2590278173472627,0.14214221177178465
abs_latitude_z,-0.5402432468380215,-0.028527361284272135,-0.3773068206774972,0.28751310228128857,-0.025015561090527633,-0.6940269625124253
distance_to_coast_z,0.3664325224402303,0.08826674282622599,-0.7499632796148898,-0.29220069321245296,0.45799572010030953,-0.018706765999995822
