record_id,id,scientific_name,year,start_month,end_month,can_first_month,can_full_season,lon,lat
336,238Hughes2003,Gymnorhina_tibicen,1998,7,2,1,1,115.98,-31.9
337,110Varian-Ramos2012,Malurus_melanocephalus,1998,10,2,1,1,125.75,-17.37
338,110Varian-Ramos2012,Malurus_melanocephalus,1999,10,2,1,1,125.75,-17.37
339,110Varian-Ramos2012,Malurus_melanocephalus,2000,10,2,1,1,125.75,-17.37
340,110Varian-Ramos2012,Malurus_melanocephalus,2003,10,2,1,1,125.75,-17.37
341,110Varian-Ramos2012,Malurus_melanocephalus,2004,10,2,1,1,125.75,-17.37
342,110Varian-Ramos2012,Malurus_melanocephalus,2005,10,2,1,1,125.75,-17.37
343,110Varian-Ramos2012,Malurus_melanocephalus,2006,10,2,1,1,125.75,-17.37
344,110Varian-Ramos2012,Malurus_melanocephalus,2007,10,2,1,1,125.75,-17.37
345,326Webster2004,Malurus_splendens,1992,10,12,1,1,139.03,-34.33
346,326Webster2004,Malurus_splendens,1993,10,12,1,1,139.03,-34.33
347,326Webster2004,Malurus_splendens,1995,10,12,1,1,139.03,-34.33
348,326Webster2004,Malurus_splendens,1996,10,12,1,1,139.03,-34.33
349,326Webster2004,Malurus_splendens,1997,10,12,1,1,139.03,-34.33
350,326Webster2004,Malurus_splendens,1998,10,12,1,1,139.03,-34.33
351,451Põldmaa1995,Manorina_melanocephala,1992,7,11,1,1,152.55,-27.33
352,451Põldmaa1995,Manorina_melanocephala,1993,7,11,1,1,152.55,-27.33
353,113Lank2002,Philomachus_pugnax,1987,5,6,1,1,25.33,60.83
354,113Lank2002,Philomachus_pugnax,1989,5,6,1,1,25.33,60.83
355,113Lank2002,Philomachus_pugnax,1990,5,6,1,1,25.33,60.83
356,2Jacobs2015,Sialia_mexicana,2010,5,8,1,1,-106.03,35.88
357,2Jacobs2015,Sialia_mexicana,2011,5,8,1,1,-106.03,35.88
358,2Jacobs2015,Sialia_mexicana,2012,5,8,1,1,-106.03,35.88
359,377Lanctot1997,Tryngites_subruficollis,1993,6,8,1,1,-148.25,70.2
360,377Lanctot1997,Tryngites_subruficollis,1994,6,8,1,1,-148.25,70.2
361,326Webster2004,Malurus_splendens,1992,10,12,1,1,139.5,-34.35
362,326Webster2004,Malurus_splendens,1993,10,12,1,1,139.5,-34.35
363,326Webster2004,Malurus_splendens,1995,10,12,1,1,139.5,-34.35
364,326Webster2004,Malurus_splendens,1996,10,12,1,1,139.5,-34.35
365,326Webster2004,Malurus_splendens,1997,10,12,1,1,139.5,-34.35
366,326Webster2004,Malurus_splendens,1998,10,12,1,1,139.5,-34.35
367,475Wrege1987,Melanerpes_formicivorus,1982,10,12,1,1,36.08,-0.37
368,475Wrege1987,Melanerpes_formicivorus,1983,10,12,1,1,36.08,-0.37
369,475Wrege1987,Melanerpes_formicivorus,1984,10,12,1,1,36.08,-0.37
370,178Gavin1998,Accipiter_gentilis,1991,4,8,1,1,-112.22,36.71
371,178Gavin1998,Accipiter_gentilis,1992,4,8,1,1,-112.22,36.71
372,178Gavin1998,Accipiter_gentilis,1993,4,8,1,1,-112.22,36.71
373,206Stewart2006,Passer_domesticus,1995,3,,1,0,-83,35
374,206Stewart2006,Passer_domesticus,1996,3,,1,0,-83,35
375,205Stewart2015,Passer_domesticus,2004,5,8,1,1,-83,35
376,395Václav2007,Passer_domesticus,2000,,,0,0,16.3,48.17
377,394Vaclav2003,Passer_domesticus,1999,3,7,1,1,16.3,48.17
378,227Veiga2000,Passer_domesticus,1995,,,0,0,-4,40.63
379,224Wetton1991,Passer_domesticus,1985,3,,1,0,-0.95,53.07
380,224Wetton1991,Passer_domesticus,1986,3,,1,0,-0.95,53.07
381,224Wetton1991,Passer_domesticus,1987,3,,1,0,-0.95,53.07
382,224Wetton1991,Passer_domesticus,1988,3,,1,0,-0.95,53.07
383,224Wetton1991,Passer_domesticus,1989,3,,1,0,-0.95,53.07
384,391Whitekiller2000,Passer_domesticus,1994,3,8,1,1,-97.43,35.2
385,391Whitekiller2000,Passer_domesticus,1995,3,8,1,1,-97.43,35.2
386,391Whitekiller2000,Passer_domesticus,1996,3,8,1,1,-97.43,35.2
387,177Seress2007,Passer_montanus,2006,3,8,1,1,20.13,46.25
388,104Freeman-Gallant2005,Passerculus_sandwichensis,2002,,,0,0,-66.77,44.58
389,104Freeman-Gallant2005,Passerculus_sandwichensis,2003,,,0,0,-66.77,44.58
390,120Westneat1990,Passerina_cyanea,1986,5,8,1,1,-79.02,35.88
391,432Taylor2008,Petroica_australis,2001,,,0,0,168,-47
392,432Taylor2008,Petroica_australis,2002,,,0,0,168,-47
393,432Taylor2008,Petroica_australis,2003,,,0,0,168,-47
394,432Taylor2008,Petroica_australis,2004,,,0,0,168,-47
395,432Taylor2008,Petroica_australis,2004,,,0,0,168,-45
396,432Taylor2008,Petroica_australis,2002,,,0,0,119.6,-34.37
397,432Taylor2008,Petroica_australis,2003,,,0,0,119.6,-34.37
398,432Taylor2008,Petroica_australis,2004,,,0,0,119.6,-34.37
399,224Graves1992,Phalacrocorax_aristotelis,1987,,,0,0,-2.57,56.18
400,432Taylor2008,Philesturnus_carunculatus,2001,9,2,1,1,168.1,-46.9
401,432Taylor2008,Philesturnus_carunculatus,2002,9,2,1,1,168.1,-46.9
402,432Taylor2008,Philesturnus_carunculatus,2003,9,2,1,1,168.1,-46.9
403,432Taylor2008,Philesturnus_carunculatus,2004,9,2,1,1,168.1,-46.9
404,432Taylor2008,Philesturnus_carunculatus,2005,9,2,1,1,168.1,-46.9
405,432Taylor2008,Philesturnus_carunculatus,2006,9,2,1,1,168.1,-46.9
406,259Huyvaert2000,Phoebastria_irrorata,1996,4,,1,0,-89.62,-1.38
407,259Huyvaert2006,Phoebastria_irrorata,2000,3,,1,0,-89.62,-1.38
408,259Huyvaert2006,Phoebastria_irrorata,2001,3,,1,0,-89.62,-1.38
409,259Huyvaert2006,Phoebastria_irrorata,2002,3,,1,0,-89.62,-1.38
410,346Kleven2007,Phoenicurus_phoenicurus,2002,5,6,1,1,11.8,62.47
411,346Kleven2007,Phoenicurus_phoenicurus,2006,5,6,1,1,11.8,62.47
412,168Bjornstad1997,Phylloscopus_trochilus,1993,5,7,1,1,8.87,61.42
413,18Fridolfsson1997,Phylloscopus_trochilus,1992,4,,1,0,18.12,56.92
414,18Fridolfsson1997,Phylloscopus_trochilus,1993,4,,1,0,18.12,56.92
415,404Smith2016,Pipilo_maculatus,2004,,,0,0,-122.68,45.5
416,404Smith2016,Pipilo_maculatus,2005,,,0,0,-122.68,45.5
417,404Smith2016,Pipilo_maculatus,2006,,,0,0,-122.68,45.5
418,262Hoset2014,Plectrophenax_nivalis,1999,4,,1,0,15.63,78.22
419,262Hoset2014,Plectrophenax_nivalis,2000,4,,1,0,15.63,78.22
420,262Hoset2014,Plectrophenax_nivalis,2001,4,,1,0,15.63,78.22
421,262Hoset2014,Plectrophenax_nivalis,2002,4,,1,0,15.63,78.22
422,262Hoset2014,Plectrophenax_nivalis,2003,4,,1,0,15.63,78.22
423,437Yezerinac2013,Pluvialis_dominica,2004,6,7,1,1,-156.8,71.29
424,437Yezerinac2013,Pluvialis_dominica,2005,6,7,1,1,-156.8,71.29
425,437Yezerinac2013,Pluvialis_dominica,2006,6,7,1,1,-156.8,71.29
426,437Yezerinac2013,Pluvialis_dominica,2007,6,7,1,1,-156.8,71.29
427,437Yezerinac2013,Pluvialis_dominica,2008,6,7,1,1,-156.8,71.29
428,437Yezerinac2013,Pluvialis_dominica,2009,6,7,1,1,-156.8,71.29
429,156van Rooij2016,Poephila_acuticauda,2008,3,9,1,1,128,-15.55
430,156van Rooij2016,Poephila_acuticauda,2009,3,9,1,1,128,-15.55
431,156van Rooij2016,Poephila_acuticauda,2010,3,9,1,1,128,-15.55
432,319Lettink2002,Porphyrio_hochstetteri,1998,,,0,0,,
433,28Pilastro2001,Pygoscelis_adeliae,1998,11,1,1,1,165.13,-74.35
434,244Moreno2000,Pygoscelis_antarcticus,1998,,,0,0,-60.67,-63
435,298Dallimer2007,Quelea_quelea,1998,,,0,0,31.92,-21.08
436,7Ball 2017,Remiz_coronatus,2008,,,0,0,70.48,42.42
437,228Hoffman2010,Rhipidura_fuliginosa,2002,9,2,1,1,149.28,-35.45
438,228Hoffman2010,Rhipidura_fuliginosa,2003,9,2,1,1,149.28,-35.45
439,228Hoffman2010,Rhipidura_fuliginosa,2004,9,2,1,1,149.28,-35.45
440,211Augustin2007,Riparia_riparia,2002,5,6,1,1,21.08,48.3
441,360Kappes2009,Setophaga_ruticilla,2002,5,7,1,1,-79.93,41.77
442,360Kappes2009,Setophaga_ruticilla,2003,5,7,1,1,-79.93,41.77
443,428Perreault1997,Setophaga_ruticilla,1987,5,7,1,1,-67.03,45.07
444,428Perreault1997,Setophaga_ruticilla,1988,5,7,1,1,-67.03,45.07
445,428Perreault1997,Setophaga_ruticilla,1989,5,7,1,1,-67.03,45.07
446,310Schwartz1999,Spheniscus_humboldti,1995,3,12,1,1,-75.2,-15.37
447,127Dlehanty1998,Steganopus_tricolor,1990,,,0,0,-105.17,51.45
448,223Gonzalez-Solis2001,Sterna_hirundo,1999,4,6,1,1,8.08,53.52
449,467Saladin2007,Strix_aluco,2004,1,,1,0,6,46
450,358Cordero2003,Sturnus_unicolor,1996,4,,1,0,-4,40.5
451,358Cordero2003,Sturnus_unicolor,1997,4,,1,0,-4,40.5
452,22Loyau2005,Sturnus_vulgaris,2001,,,0,0,6.57,46.52
453,22Loyau2005,Sturnus_vulgaris,2002,,,0,0,6.57,46.52
454,390Pinxten1993,Sturnus_vulgaris,1988,,,0,0,4.67,51.22
455,390Pinxten1993,Sturnus_vulgaris,1989,,,0,0,4.67,51.22
456,126Anderson2006,Sula_granti,1990,,,0,0,-89.67,-1.33
457,12Ramos2014,Sula_nebouxii,2011,2,5,1,1,-105.9,21.87
458,352Baião2009,Sula_sula,2005,,,0,0,-89.67,-1.33
459,347Moore1999,Tachycineta_albilinea,1996,1,7,1,1,-79.85,9.17
460,58Barber1998,Tachycineta_bicolor,1993,4,,1,0,-76.32,44.57
461,59Barber1996,Tachycineta_bicolor,1992,6,6,1,1,-76.2,44.7
462,59Barber1996,Tachycineta_bicolor,1992,6,6,1,1,-76.2,44.7
463,59Barber1996,Tachycineta_bicolor,1990,,,0,0,-76.2,44.7
464,59Barber1996,Tachycineta_bicolor,1991,,,0,0,-76.2,44.7
465,244Conrad2001,Tachycineta_bicolor,1993,5,7,1,1,-66.77,44.58
466,243Delmore2008,Tachycineta_bicolor,2006,,,0,0,-76.32,44.57
467,21Lessard2014,Tachycineta_bicolor,2007,,,0,0,-74,45
468,21Lessard2014,Tachycineta_bicolor,2008,,,0,0,-74,45
469,21Lessard2014,Tachycineta_bicolor,2009,,,0,0,-74,45
470,21Lessard2014,Tachycineta_bicolor,2010,,,0,0,-74,45
471,375Bitton2007,Tachycineta_bicolor,2004,5,,1,0,-123,53
472,644Johnson2018,Malurus_lamberti,2012,9,12,1,1,139.4833,-34.35
473,644Johnson2018,Malurus_lamberti,2013,9,12,1,1,139.4833,-34.35
474,644Johnson2018,Malurus_lamberti,2014,9,12,1,1,139.4833,-34.35
475,644Johnson2018,Malurus_lamberti,2015,9,12,1,1,139.4833,-34.35
476,645Celis2012,Malurus_lamberti,2004,3,7,1,1,-3.7833,40.75
477,645Celis2012,Sturnus_unicolor,2005,3,7,1,1,-3.7833,40.75
478,645Celis2012,Sturnus_unicolor,2006,3,7,1,1,-3.7833,40.75
479,648Roeder2019,Tyrannus_forficatus,2008,4,8,1,1,-98.67,34.74
480,648Roeder2019,Tyrannus_forficatus,2009,4,8,1,1,-98.67,34.74
481,648Roeder2019,Tyrannus_forficatus,2010,4,8,1,1,-98.67,34.74
482,648Roeder2019,Tyrannus_forficatus,2011,4,8,1,1,-98.67,34.74
483,648Roeder2019,Tyrannus_forficatus,2012,4,8,1,1,-98.67,34.74
484,648Roeder2019,Tyrannus_forficatus,2013,4,8,1,1,-98.67,34.74
485,648Roeder2019,Tyrannus_forficatus,2014,4,8,1,1,-98.67,34.74
486,652Sætre2018,Luscinia_svecica,2013,5,8,1,1,8.8667,61.4167
487,652Sætre2018,Luscinia_svecica,2014,5,8,1,1,8.8667,61.4167
488,652Sætre2018,Luscinia_svecica,2015,5,8,1,1,8.8667,61.4167
489,507Roeder2022,Tyrannus_forficatus,2009,4,8,1,1,-98.5833,34.75
490,507Roeder2022,Tyrannus_forficatus,2010,4,8,1,1,-98.5833,34.75
491,507Roeder2022,Tyrannus_forficatus,2011,4,8,1,1,-98.5833,34.75
492,507Roeder2022,Tyrannus_forficatus,2012,4,8,1,1,-98.5833,34.75
493,507Roeder2022,Tyrannus_forficatus,2013,4,8,1,1,-98.5833,34.75
494,507Roeder2022,Tyrannus_forficatus,2014,4,8,1,1,-98.5833,34.75
495,587Badás2020,Cyanistes_caeruleus,2013,4,6,1,1,-4.0167,40.9
496,666Danner2018,Grasshopper_Sparrows,2005,4,9,1,1,-75.9819,39.2311
497,666Danner2018,Grasshopper_Sparrows,2006,4,9,1,1,-75.9819,39.2311
498,666Danner2018,Grasshopper_Sparrows,2007,4,9,1,1,-75.9819,39.2311
499,666Danner2018,Grasshopper_Sparrows,2008,4,9,1,1,-75.9819,39.2311
500,666Danner2018,Grasshopper_Sparrows,2009,4,9,1,1,-75.9819,39.2311
501,654Ferretti2019,Tachycineta_albilinea,2003,3,6,0,0,,
502,655Arct2024,Cyanistes_caeruleus,2009,4,6,1,1,18.2833,57.05
503,655Arct2024,Cyanistes_caeruleus,2010,4,6,1,1,18.2833,57.05
504,655Arct2024,Cyanistes_caeruleus,2011,4,6,1,1,18.2833,57.05
505,655Arct2024,Cyanistes_caeruleus,2012,4,6,1,1,18.2833,57.05
506,655Arct2024,Cyanistes_caeruleus,2013,4,6,1,1,18.2833,57.05
507,655Arct2024,Cyanistes_caeruleus,2014,4,6,1,1,18.2833,57.05
508,655Arct2024,Cyanistes_caeruleus,2015,4,6,1,1,18.2833,57.05
509,655Arct2024,Cyanistes_caeruleus,2016,4,6,1,1,18.2833,57.05
510,672Grinkov2022,Ficedula_hypoleuca,2005,4,6,1,1,84.9333,56.35
511,673Stermin2026,Rallus_aquaticus,2012,5,5,1,1,23.91,46.91
512,674Mino2017,Bubulcus_ibis,2011,10,12,1,1,-22.5,61.3
513,675Dawson2025,Myiopsitta_monachus,2017,4,7,1,1,2.17,41.39
514,675Dawson2025,Myiopsitta_monachus,2018,4,7,1,1,2.17,41.39
515,678Beck2020,Cyanistes_caeruleus,2018,3,6,1,1,10.8833,48.1333
516,489Barber2025,Sturnus_vulgaris,2007,4,7,1,1,-63.5667,44.6167
517,489Barber2025,Sturnus_vulgaris,2008,4,7,1,1,-63.5667,44.6167
518,489Barber2025,Sturnus_vulgaris,2009,4,7,1,1,-63.5667,44.6167
519,489Barber2025,Sturnus_vulgaris,2011,4,7,1,1,-63.5667,44.6167
520,493Hałupka2024,Acrocephalus_scirpaceus,2006,5,8,1,1,51.5333,21.6
521,493Hałupka2024,Acrocephalus_scirpaceus,2007,5,8,1,1,51.5333,21.6
522,493Hałupka2024,Acrocephalus_scirpaceus,2008,5,8,1,1,51.5333,21.6
523,493Hałupka2024,Acrocephalus_scirpaceus,2009,5,8,1,1,51.5333,21.6
524,493Hałupka2024,Acrocephalus_scirpaceus,2010,5,8,1,1,51.5333,21.6
525,493Hałupka2024,Acrocephalus_scirpaceus,2011,5,8,1,1,51.5333,21.6
526,506Rosenfield2024,Accipiter_cooperii,2011,,,0,0,,
527,506Rosenfield2024,Accipiter_cooperii,2012,,,0,0,,
528,506Rosenfield2024,Accipiter_cooperii,2013,,,0,0,,
529,506Rosenfield2024,Accipiter_cooperii,2014,,,0,0,,
530,506Rosenfield2024,Accipiter_cooperii,2015,,,0,0,,
531,506Rosenfield2024,Accipiter_cooperii,2012,,,0,0,,
532,506Rosenfield2024,Accipiter_cooperii,2013,,,0,0,,
533,506Rosenfield2024,Accipiter_cooperii,2014,,,0,0,,
534,506Rosenfield2024,Accipiter_cooperii,2015,,,0,0,,
535,518Diniz2019,Furnarius_rufus,2013,9,11,1,1,-47.86,-15.76
536,518Diniz2019,Furnarius_rufus,2014,9,11,1,1,-47.86,-15.76
537,518Diniz2019,Furnarius_rufus,2015,9,11,1,1,-47.86,-15.76
538,525Garrido2025,Cistothorus_platensis,2016,10,2,0,0,,
539,525Garrido2025,Cistothorus_platensis,2017,10,2,0,0,,
540,539Sánchez2018,Poospiza_torquata,2008,10,1,1,1,-64.25,-28.05
541,539Sánchez2018,Poospiza_torquata,2009,10,1,1,1,-64.25,-28.05
542,539Sánchez2018,Poospiza_torquata,2010,10,1,1,1,-64.25,-28.05
543,560Botero2020,Aphrastura_spinicauda,2012,9,12,1,1,-71.6667,-30.6333
544,560Botero2020,Aphrastura_spinicauda,2013,9,12,1,1,-71.6667,-30.6333
545,560Botero2020,Aphrastura_spinicauda,2014,9,12,1,1,-71.6667,-30.6333
546,560Botero2020,Aphrastura_spinicauda,2015,9,12,1,1,-71.6667,-30.6333
547,560Botero2020,Aphrastura_spinicauda,2016,9,12,1,1,-71.6667,-30.6333
548,560Botero2020,Aphrastura_spinicauda,2017,9,12,1,1,-71.6667,-30.6333
549,560Botero2020,Aphrastura_spinicauda,2010,10,1,1,1,-67.6667,-55.0667
550,560Botero2020,Aphrastura_spinicauda,2011,10,1,1,1,-67.6667,-55.0667
551,560Botero2020,Aphrastura_spinicauda,2012,10,1,1,1,-67.6667,-55.0667
552,560Botero2020,Aphrastura_spinicauda,2013,10,1,1,1,-67.6667,-55.0667
553,560Botero2020,Aphrastura_spinicauda,2014,10,1,1,1,-67.6667,-55.0667
554,560Botero2020,Aphrastura_spinicauda,2015,10,1,1,1,-67.6667,-55.0667
555,550Plaza2024,Ficedula_hypoleuca,2016,4,7,1,1,-3,40
556,550Plaza2024,Ficedula_hypoleuca,2017,4,7,1,1,-3,40
557,550Plaza2024,Ficedula_hypoleuca,2015,4,7,1,1,-3,40
558,550Plaza2024,Ficedula_hypoleuca,2016,4,7,1,1,-3,40
559,550Plaza2024,Ficedula_hypoleuca,2017,4,7,1,1,-3,40
560,559Krietsch2022,Phalaropus_fulicarius,2003,5,7,1,1,-156.65,71.3167
561,559Krietsch2022,Phalaropus_fulicarius,2004,5,7,1,1,-156.65,71.3167
562,559Krietsch2022,Phalaropus_fulicarius,2005,5,7,1,1,-156.65,71.3167
563,559Krietsch2022,Phalaropus_fulicarius,2006,5,7,1,1,-156.65,71.3167
564,559Krietsch2022,Phalaropus_fulicarius,2014,5,7,1,1,-156.65,71.3167
565,559Krietsch2022,Phalaropus_fulicarius,2017,5,7,1,1,-156.65,71.3167
566,559Krietsch2022,Phalaropus_fulicarius,2018,5,7,1,1,-156.65,71.3167
567,559Krietsch2022,Phalaropus_fulicarius,2019,5,7,1,1,-156.65,71.3167
568,542Sakao2019,Calonectris_leucomelas,2014,4,11,1,1,141.99,39.4
569,542Sakao2019,Calonectris_leucomelas,2015,4,11,1,1,141.99,39.4
570,542Sakao2019,Calonectris_leucomelas,2016,4,11,1,1,141.99,39.4
571,570Benitez2019,Sicalis_flaveola_pelzelni,2013,10,3,1,1,-58.0167,-35.5667
572,570Benitez2019,Sicalis_flaveola_pelzelni,2014,10,3,1,1,-58.0167,-35.5667
573,570Benitez2019,Sicalis_flaveola_pelzelni,2015,10,3,1,1,-58.0167,-35.5667
574,577Corregidor2022,Petronia_petronia,2001,,,0,0,-4.0167,40.9
575,577Corregidor2022,Petronia_petronia,2016,,,0,0,-4.0167,40.9
576,577Corregidor2022,Petronia_petronia,2017,,,0,0,-4.0167,40.9
577,577Corregidor2022,Petronia_petronia,2018,,,0,0,-4.0167,40.9
578,596Cepková2022,Alcedo_atthis,2016,3,9,1,1,17.3367,47.9919
579,596Cepková2022,Alcedo_atthis,2017,3,9,1,1,17.3367,47.9919
580,596Cepková2022,Alcedo_atthis,2018,3,9,1,1,17.3367,47.9919
581,594Arrieta2022,Cistothorus_platensis,2015,10,2,1,1,-69.3667,-32.6333
582,594Arrieta2022,Cistothorus_platensis,2016,10,2,1,1,-69.3667,-32.6333
583,594Arrieta2022,Cistothorus_platensis,2017,10,2,1,1,-69.3667,-32.6333
584,586Green2018,Aegithalos_caudatus,1995,4,5,1,1,-1.5667,52.3833
585,586Green2018,Aegithalos_caudatus,1996,4,5,1,1,-1.5667,52.3833
586,586Green2018,Aegithalos_caudatus,1997,4,5,1,1,-1.5667,52.3833
587,586Green2018,Aegithalos_caudatus,1998,4,5,1,1,-1.5667,52.3833
588,586Green2018,Aegithalos_caudatus,1999,4,5,1,1,-1.5667,52.3833
589,586Green2018,Aegithalos_caudatus,2000,4,5,1,1,-1.5667,52.3833
590,586Green2018,Aegithalos_caudatus,2001,4,5,1,1,-1.5667,52.3833
591,586Green2018,Aegithalos_caudatus,2002,4,5,1,1,-1.5667,52.3833
592,586Green2018,Aegithalos_caudatus,2003,4,5,1,1,-1.5667,52.3833
593,586Green2018,Aegithalos_caudatus,2004,4,5,1,1,-1.5667,52.3833
594,586Green2018,Aegithalos_caudatus,2005,4,5,1,1,-1.5667,52.3833
595,586Green2018,Aegithalos_caudatus,2006,4,5,1,1,-1.5667,52.3833
596,586Green2018,Aegithalos_caudatus,2007,4,5,1,1,-1.5667,52.3833
597,586Green2018,Aegithalos_caudatus,2008,4,5,1,1,-1.5667,52.3833
598,586Green2018,Aegithalos_caudatus,2009,4,5,1,1,-1.5667,52.3833
599,586Green2018,Aegithalos_caudatus,2010,4,5,1,1,-1.5667,52.3833
600,586Green2018,Aegithalos_caudatus,2011,4,5,1,1,-1.5667,52.3833
601,586Green2018,Aegithalos_caudatus,2012,4,5,1,1,-1.5667,52.3833
602,586Green2018,Aegithalos_caudatus,2013,4,5,1,1,-1.5667,52.3833
603,586Green2018,Aegithalos_caudatus,2014,4,5,1,1,-1.5667,52.3833
604,586Green2018,Aegithalos_caudatus,2015,4,5,1,1,-1.5667,52.3833
605,636Boersma2023,Malurus_lamberti,2014,8,1,1,1,152.6833,-27.2667
606,636Boersma2023,Malurus_lamberti,2015,9,2,1,1,152.6833,-27.2667
607,636Boersma2023,Malurus_lamberti,2016,10,3,1,1,152.6833,-27.2667
608,636Boersma2023,Malurus_lamberti,2017,11,4,1,1,152.6833,-27.2667
609,544Kleven2020,Poecile_cinctus,2013,6,6,1,1,-29.8333,69.4667
610,544Kleven2020,Poecile_cinctus,2014,6,6,1,1,-29.8333,69.4667
611,544Kleven2020,Poecile_cinctus,2015,6,6,1,1,-29.8333,69.4667
612,544Kleven2020,Poecile_cinctus,2016,6,6,1,1,-29.8333,69.4667
613,544Kleven2020,Poecile_cinctus,2017,6,6,1,1,-29.8333,69.4667
614,544Kleven2020,Poecile_cinctus,2018,6,6,1,1,-29.8333,69.4667
615,40.3667,96.2333,2014,,,0,0,96.2333,40.3667
616,548Bao2019,Lanius_isabellinus,2012,,,0,0,96.2333,40.3667
617,548Bao2019,Lanius_isabellinus,2013,,,0,0,96.2333,40.3667
618,548Bao2019,Lanius_isabellinus,2014,,,0,0,96.2333,40.3667
619,616Marasco2020,Spheniscus_magellanicus,2010,9,4,1,1,-65.8833,-47.75
620,616Marasco2020,Spheniscus_magellanicus,2011,9,4,1,1,-65.8833,-47.75
621,131Kudernatsch2010,Oenanthe_oenanthe,2005,4,9,1,1,8.17,49.5
622,131Kudernatsch2010,Oenanthe_oenanthe,2006,4,9,1,1,8.17,49.5
623,440Anker-Nilssen2008,Fratercula_arctica,2003,6,7,1,1,11.88,67.43
624,440Anker-Nilssen2008,Fratercula_arctica,2004,6,7,1,1,11.88,67.43
625,512Ding2021,Prinia_flaviventris,2013,5,7,1,1,107.0667,23.65
626,402McRae1996,Gallinula_chloropus,1991,3,7,1,1,-0.27,52.63
627,402McRae1996,Gallinula_chloropus,1992,3,7,1,1,-0.27,52.63
628,480Hsu2006,Otus_elegans,1999,1,4,1,1,121.08,22
629,480Hsu2006,Otus_elegans,2000,1,4,1,1,121.08,22
630,480Hsu2006,Otus_elegans,2001,1,4,1,1,121.08,22
631,480Hsu2006,Otus_elegans,2002,1,4,1,1,121.08,22
632,480Hsu2006,Otus_elegans,2003,1,4,1,1,121.08,22
633,480Hsu2006,Otus_elegans,2004,1,4,1,1,121.08,22
634,131Kudernatsch2010,Oenanthe_oenanthe,2005,4,9,1,1,8.17,49.5
635,131Kudernatsch2010,Oenanthe_oenanthe,2006,4,9,1,1,8.17,49.5
636,175Maguire2008,Stipiturus_malachurus,2000,8,3,1,1,141.6,-38.38
637,175Maguire2008,Stipiturus_malachurus,2001,8,3,1,1,141.6,-38.38
638,175Maguire2008,Stipiturus_malachurus,2002,8,3,1,1,141.6,-38.38
639,554Lifjeld2025,Periparus_ater,1989,4,7,1,1,10.6,59.9833
640,569Hauber2018,Morus_serrator,2005,11,12,1,1,177.0833,-39.6333
641,573LaBarbera2017,Troglodytes_aedon,2009,4,8,1,1,-76.4492,42.4686
642,641nomano2023,Lanius_bucephalus,2008,2,8,1,1,131.2333,25.8333
643,672Grinkov2022,Ficedula_hypoleuca,2005,4,6,1,1,84.9333,56.35
644,673Stermin2026,Rallus_aquaticus,2012,5,10,1,1,23.91,46.91
645,674Mino2017,Bubulcus_ibis,2011,10,12,1,1,-47.5833,-22.5
646,678Beck2020,Cyanistes_caeruleus,2018,3,6,1,1,10.8833,48.1333
647,587Badás2020,Cyanistes_caeruleus,2013,4,6,1,1,-4.0167,40.9
648,497Harnandez2021,Tachycineta_bicolor,2017,3,8,1,1,-80.5667,37.1833
