Study_ID,level,Scientific_name,Common_name,Breeding_system,N_offspring_sampled,EPY_percent,N_broods_sampled,EPP_percent,Lat,Long,nest_box,marker_type,year_of_study_START,year_of_study_END,study_duration,breeding_start,breeding_end,yearly_data,No,Scientific_name_amended,Jetz_name,Clements_name,BIRDBASE_clements_names,fam_sys_known,fam_sys_inferred,breedsys_known,breedsys_inferred,breedsys_cat,breedsys_cat1,breedsys_cat2,Female.MinMass,Female.MaxMass,,Male.MinMass,Male.MaxMass,Average.Mass,Social_1,Social_2,Social_3,Social_4,Social_5,Social_6,Mono,Poly,mono_poly_model,BS_Birdbase,Coop,Nest_type,CS_min,CS_max,cooperative_breeding,max_pa,match_source,MG_comments,Sexual selection,Data certainty,Sex-role_reversal,Territoriality,Migration,Lat_round,Long_round,population_id,breeding_system_cat,nest_type_model,breeding_system_3cat,breeding_system_model,marker_type_model,study_duration_num,nest_box_model,population_id_source,n_mixed_broods,n_non_mixed_broods,n_EPY_offspring,n_WPY_offspring,parental_care_model,parental_care_binary
124Heg1993,total,Haematopus_ostralegus,Eurasian_oystercatcher,monogamy,65,1.5,26,3.8,53.48,6.22,no,DNA_fingerprinting,1986,1991,6,March,August,no,115,Haematopus_ostralegus,Haematopus_ostralegus,Haematopus_ostralegus,Haematopus_ostralegus,no_fam,no_fam,nk-coop,nk-coop,nk_cooperation,nk_cooperation,nk_cooperation,445,820,,425,805,600,0,0,0,0,0,0,Mono,Poly,mixed,MonoPoly,0,SC,2,5,NA,NA,NA,NA,1,4,0,Territorial,Weak,53.48,6.22,Haematopus_ostralegus_53.48_6.22,monogamy,ground,monogamy,monogamy,DNA_fingerprinting,6,no,species_coordinates,1,25,1,64,NA,NA
307 Magrath1997,total,Hirundo_ariel,fairy_martin,monogamy,203,13.8,70,20,-37.8,144.95,no,microsatellite,1994,1996,3,August,February,no,116,Hirundo_ariel,Hirundo_ariel,Petrochelidon_ariel,Petrochelidon_ariel,NA,NA,Pair,Pair,biparental,biparental,biparental,9.1,14.1,,9.1,13,11.38333333,1,0,0,0,0,0,Mono,NA,monogamy,Mono,0,SP,2,5,NA,NA,NA,NA,1,4,0,Non-territorial,Weak,-37.8,144.95,Hirundo_ariel_-37.8_144.95,monogamy,other_enclosed,monogamy,monogamy,microsatellite,3,no,species_coordinates,14,56,28,175,biparental,biparental
341Saino1999,total,Hirundo_rustica,barn_swallow,monogamy,214,28.5,52,51.9,45.43,8.62,no,microsatellite,1994,1994,1,May,June,single-year study,117,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,11,24.8,,12.1,28.2,19.35,1,1,1,1,1,0,Mono,NA,monogamy,Mono,1,CP,2,7,no,0,Clements_name,NA,2,4,0,Non-territorial,Strong,45.43,8.62,Hirundo_rustica_45.43_8.62,monogamy,open,monogamy,monogamy,microsatellite,1,no,species_coordinates,27,25,61,153,biparental,biparental
234Lifjeld2011,total,Hirundo_rustica,barn_swallow,monogamy,603,31.2,139,NA,44.47,-76.47,no,microsatellite,2003,2004,2,April,August,no,117,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,11,24.8,,12.1,28.2,19.35,1,1,1,1,1,0,Mono,NA,monogamy,Mono,1,CP,2,7,no,0,Clements_name,NA,2,4,0,Non-territorial,Strong,44.47,-76.47,Hirundo_rustica_44.47_-76.47,monogamy,open,monogamy,monogamy,microsatellite,2,no,species_coordinates,NA,NA,188,415,biparental,biparental
345Kleven2005,total,Hirundo_rustica,barn_swallow,monogamy,917,28.8,210,48.1,44.57,-76.32,no,microsatellite,2003,2004,2,April,August,no,117,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,11,24.8,,12.1,28.2,19.35,1,1,1,1,1,0,Mono,NA,monogamy,Mono,1,CP,2,7,no,0,Clements_name,NA,2,4,0,Non-territorial,Strong,44.57,-76.32,Hirundo_rustica_44.57_-76.32,monogamy,open,monogamy,monogamy,microsatellite,2,no,species_coordinates,101,109,264,653,biparental,biparental
27Møller1997,total,Hirundo_rustica,barn_swallow,monogamy,261,28,63,33.3,57.2,10,no,DNA_fingerprinting,1988,1989,2,NA,NA,no,117,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,11,24.8,,12.1,28.2,19.35,1,1,1,1,1,0,Mono,NA,monogamy,Mono,1,CP,2,7,no,0,Clements_name,NA,2,4,0,Non-territorial,Strong,57.2,10,Hirundo_rustica_57.2_10,monogamy,open,monogamy,monogamy,DNA_fingerprinting,2,no,species_coordinates,21,42,73,188,biparental,biparental
443Laskemoen2013,total,Hirundo_rustica,barn_swallow,monogamy,108,23.1,25,60,49.07,14.73,NA,NA,NA,NA,#VALUE!,May,August,no,117,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,11,24.8,,12.1,28.2,19.35,1,1,1,1,1,0,Mono,NA,monogamy,Mono,1,CP,2,7,no,0,Clements_name,NA,2,4,0,Non-territorial,Strong,49.07,14.73,Hirundo_rustica_49.07_14.73,monogamy,open,monogamy,monogamy,NA,NA,NA,species_coordinates,15,10,25,83,biparental,biparental
181Ellegren1997,total,Hirundo_rustica,barn_swallow,monogamy,80,30,18,50,50.5,30.82,no,microsatellite,1991,1996,6,May,August,no,117,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,11,24.8,,12.1,28.2,19.35,1,1,1,1,1,0,Mono,NA,monogamy,Mono,1,CP,2,7,no,0,Clements_name,NA,2,4,0,Non-territorial,Strong,50.5,30.82,Hirundo_rustica_50.5_30.82,monogamy,open,monogamy,monogamy,microsatellite,6,no,species_coordinates,9,9,24,56,biparental,biparental
72Eikenaar2011,total,Hirundo_rustica,barn_swallow,monogamy,424,34.2,94,55.3,37.22,-80.42,no,microsatellite,2009,2010,2,April,August,yes,117,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,11,24.8,,12.1,28.2,19.35,1,1,1,1,1,0,Mono,NA,monogamy,Mono,1,CP,2,7,no,0,Clements_name,NA,2,4,0,Non-territorial,Strong,37.22,-80.42,Hirundo_rustica_37.22_-80.42,monogamy,open,monogamy,monogamy,microsatellite,2,no,species_coordinates,52,42,145,279,biparental,biparental
305Hasegawa2010,total,Hirundo_rustica,barn_swallow,monogamy,296,2.7,65,7.7,37.12,138.02,no,microsatellite,2005,2006,2,April,August,yes,117,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,11,24.8,,12.1,28.2,19.35,1,1,1,1,1,0,Mono,NA,monogamy,Mono,1,CP,2,7,no,0,Clements_name,NA,2,4,0,Non-territorial,Strong,37.12,138.02,Hirundo_rustica_37.12_138.02,monogamy,open,monogamy,monogamy,microsatellite,2,no,species_coordinates,5,60,8,288,biparental,biparental
472 Kojima2009,total,Hirundo_rustica,barn_swallow,monogamy,301,15.6,71,26.7,35.22,139.88,no,microsatellite,2006,2007,2,April,August,yes,117,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,11,24.8,,12.1,28.2,19.35,1,1,1,1,1,0,Mono,NA,monogamy,Mono,1,CP,2,7,no,0,Clements_name,NA,2,4,0,Non-territorial,Strong,35.22,139.88,Hirundo_rustica_35.22_139.88,monogamy,open,monogamy,monogamy,microsatellite,2,no,species_coordinates,19,52,47,254,biparental,biparental
26Moller2003,total,Hirundo_rustica,barn_swallow,monogamy,674,17.8,170,32.4,38.83,-6.98,no,microsatellite,1994,1994,1,March,June,single-year study,117,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,11,24.8,,12.1,28.2,19.35,1,1,1,1,1,0,Mono,NA,monogamy,Mono,1,CP,2,7,no,0,Clements_name,NA,2,4,0,Non-territorial,Strong,38.83,-6.98,Hirundo_rustica_38.83_-6.98,monogamy,open,monogamy,monogamy,microsatellite,1,no,species_coordinates,55,115,120,554,biparental,biparental
105Neuman2007,total,Hirundo_rustica,barn_swallow,monogamy,NA,NA,53,49.1,42.35,-76.5,no,microsatellite,2002,2002,1,May,August,single-year study,117,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,11,24.8,,12.1,28.2,19.35,1,1,1,1,1,0,Mono,NA,monogamy,Mono,1,CP,2,7,no,0,Clements_name,NA,2,4,0,Non-territorial,Strong,42.35,-76.5,Hirundo_rustica_42.35_-76.5,monogamy,open,monogamy,monogamy,microsatellite,1,no,species_coordinates,26,27,NA,NA,biparental,biparental
184Smith1991,total,Hirundo_rustica,barn_swallow,monogamy,NA,NA,11,45.5,44.55,-76.32,no,NA,1989,1989,1,May,August,single-year study,117,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,11,24.8,,12.1,28.2,19.35,1,1,1,1,1,0,Mono,NA,monogamy,Mono,1,CP,2,7,no,0,Clements_name,NA,2,4,0,Non-territorial,Strong,44.55,-76.32,Hirundo_rustica_44.55_-76.32,monogamy,open,monogamy,monogamy,NA,1,no,species_coordinates,5,6,NA,NA,biparental,biparental
478Vortman2011,total,Hirundo_rustica,barn_swallow,monogamy,NA,16,41,NA,32.97,35.55,no,microsatellite,2006,2008,3,November,July,no,117,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,11,24.8,,12.1,28.2,19.35,1,1,1,1,1,0,Mono,NA,monogamy,Mono,1,CP,2,7,no,0,Clements_name,NA,2,4,0,Non-territorial,Strong,32.97,35.55,Hirundo_rustica_32.97_35.55,monogamy,open,monogamy,monogamy,microsatellite,3,no,species_coordinates,NA,NA,NA,NA,biparental,biparental
315Evans2008,total,Hylocichla_mustelina,wood_thrush,monogamy,151,6,51,13.7,41.77,-79.93,no,microsatellite,2002,2004,3,May,July,yes,118,Hylocichla_mustelina,Hylocichla_mustelina,Hylocichla_mustelina,Hylocichla_mustelina,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,40.5,76,,37,62,53.875,0,1,0,0,0,0,Mono,NA,monogamy,Mono,0,CP,3,4,no,0,Clements_name,NA,1,4,0,Territorial,Strong,41.77,-79.93,Hylocichla_mustelina_41.77_-79.93,monogamy,open,monogamy,monogamy,microsatellite,3,no,species_coordinates,7,44,9,142,biparental,biparental
314Evans2009,total,Hylocichla_mustelina,wood_thrush,monogamy,112,40.2,36,66.7,43.25,-80.88,no,microsatellite,2002,2003,2,May,July,no,118,Hylocichla_mustelina,Hylocichla_mustelina,Hylocichla_mustelina,Hylocichla_mustelina,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,40.5,76,,37,62,53.875,0,1,0,0,0,0,Mono,NA,monogamy,Mono,0,CP,3,4,no,0,Clements_name,NA,1,4,0,Territorial,Strong,43.25,-80.88,Hylocichla_mustelina_43.25_-80.88,monogamy,open,monogamy,monogamy,microsatellite,2,no,species_coordinates,24,12,45,67,biparental,biparental
314Evans2009,total,Empidonax_virescens,acadian_flycatcher,monogamy,29,14,12,25,NA,NA,no,microsatellite,2002,2003,2,May,June,no,86,Empidonax_virescens,Empidonax_virescens,Empidonax_virescens,Empidonax_virescens,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,11.1,13.8,,11.9,13.9,12.63333333,0,0,0,0,0,0,NA,NA,NA,NA,0,CP,1,4,NA,NA,NA,NA,2,4,0,Territorial,Strong,NA,NA,Empidonax_virescens_314Evans2009,monogamy,open,monogamy,monogamy,microsatellite,2,no,species_study_id_missing_coordinates,3,9,4,25,biparental,biparental
414Triggs1991,total,Hymenolaimus_malacorhynchos,blue_duck,monogamy,14,0,10,0,-39.38,175.13,no,DNA_fingerprinting,1987,1988,2,August,December,no,119,Hymenolaimus_malacorhynchos,Hymenolaimus_malacorhynchos,Hymenolaimus_malacorhynchos,Hymenolaimus_malacorhynchos,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,680,870,,820,1077,861.75,0,0,0,1,0,0,Mono,NA,monogamy,Mono,0,"CR,CV",5,6,NA,NA,NA,NA,0,4,0,Territorial,Weak,-39.38,175.13,Hymenolaimus_malacorhynchos_-39.38_175.13,monogamy,cavity,monogamy,monogamy,DNA_fingerprinting,2,no,species_coordinates,0,10,0,14,biparental,biparental
73Miño2011a,total,Icteria_virens_auricollis,yellow-breasted_chat,monogamy,73,30.7,NA,50.9,NA,NA,no,microsatellite,2009,2009,1,NA,NA,no,120,Icteria_virens,Icteria_virens,Icteria_virens,Icteria_virens,NA,no_fam,NA,Pair,NA,NA,NA,21.5,35.5,,15.5,36,27.5,0,0,0,0,0,0,NA,NA,NA,NA,0,CP,3,5,NA,NA,NA,NA,2,4,0,Territorial,Weak,NA,NA,Icteria_virens_auricollis_73Miño2011a,monogamy,open,monogamy,monogamy,microsatellite,1,no,species_study_id_missing_coordinates,NA,NA,22,51,NA,NA
138Richardson1999,total,Icterus_galbula,Bullock´s_oriole,monogamy,202,32.2,48,45.8,36.37,-121.55,no,DNA_fingerprinting,1994,1995,2,March,June,yes,121,Icterus_galbula,Icterus_galbula,Icterus_galbula,Icterus_galbula,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,27.9,41.5,,22.3,40,33.43333333,0,1,1,0,1,0,Mono,NA,monogamy,Mono,0,PN,3,7,NA,NA,NA,NA,2,4,0,Non-territorial,Strong,36.37,-121.55,Icterus_galbula_36.37_-121.55,monogamy,other_enclosed,monogamy,monogamy,DNA_fingerprinting,2,no,species_coordinates,22,26,65,137,biparental,biparental
195Lopes2013,total,Jabiru_mycteria,jabiru,monogamy,40,7.69,20,10,-17,-56,no,microsatellite,NA,NA,#VALUE!,June,September,no,122,Jabiru_mycteria,Jabiru_mycteria,Jabiru_mycteria,Jabiru_mycteria,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,4300,6356,,5902,8100,6164.5,1,0,1,0,1,0,NA,NA,NA,NA,0,NA,2,5,NA,NA,NA,NA,0,4,0,Non-territorial,Weak,-17,-56,Jabiru_mycteria_-17_-56,monogamy,NA,monogamy,monogamy,microsatellite,NA,no,species_coordinates,2,18,3,37,biparental,biparental
237Atwell2014,total,Junco_hyemalis,dark-eyed_junco,monogamy,229,26.2,89,NA,32.87,-117.02,no,microsatellite,2006,2007,2,February,July,no,123,Junco_hyemalis,Junco_hyemalis,Junco_hyemalis,Junco_hyemalis,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,14.3,26.4,,14.3,26.7,20.53333333,0,0,0,0,0,0,NA,NA,NA,NA,0,"BU,CR,O,CP",3,5,NA,NA,NA,NA,2,4,0,Territorial,Strong,32.87,-117.02,Junco_hyemalis_32.87_-117.02,monogamy,cavity,monogamy,monogamy,microsatellite,2,no,species_coordinates,NA,NA,60,169,biparental,biparental
237Atwell2014,total,Junco_hyemalis,dark-eyed_junco,monogamy,124,36.3,40,NA,32.87,-116.03,no,microsatellite,2006,2007,2,February,July,no,123,Junco_hyemalis,Junco_hyemalis,Junco_hyemalis,Junco_hyemalis,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,14.3,26.4,,14.3,26.7,20.53333333,0,0,0,0,0,0,NA,NA,NA,NA,0,"BU,CR,O,CP",3,5,NA,NA,NA,NA,2,4,0,Territorial,Strong,32.87,-116.03,Junco_hyemalis_32.87_-116.03,monogamy,cavity,monogamy,monogamy,microsatellite,2,no,species_coordinates,NA,NA,45,79,biparental,biparental
340Gerlach2012,total,Junco_hyemalis,dark-eyed_junco,monogamy,2148,27.2,NA,NA,37.37,-80.53,no,DNA_fingerprinting/microsatellite,1990,1996,7,April,June,no,123,Junco_hyemalis,Junco_hyemalis,Junco_hyemalis,Junco_hyemalis,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,14.3,26.4,,14.3,26.7,20.53333333,0,0,0,0,0,0,NA,NA,NA,NA,0,"BU,CR,O,CP",3,5,NA,NA,NA,NA,2,4,0,Territorial,Strong,37.37,-80.53,Junco_hyemalis_37.37_-80.53,monogamy,cavity,monogamy,monogamy,mixed_other,7,no,species_coordinates,NA,NA,584,1564,biparental,biparental
339 Gerlach2013,total,Junco_hyemalis,dark-eyed_junco,monogamy,NA,NA,41,43.9,37.37,-80.53,no,microsatellite,2001,2007,7,April,July,no,123,Junco_hyemalis,Junco_hyemalis,Junco_hyemalis,Junco_hyemalis,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,14.3,26.4,,14.3,26.7,20.53333333,0,0,0,0,0,0,NA,NA,NA,NA,0,"BU,CR,O,CP",3,5,NA,NA,NA,NA,2,4,0,Territorial,Strong,37.37,-80.53,Junco_hyemalis_37.37_-80.53,monogamy,cavity,monogamy,monogamy,microsatellite,7,no,species_coordinates,18,23,NA,NA,biparental,biparental
330Wink2011,total,Jynx_torquilla,Eurasian_wryneck,monogamy,292,0.7,50,2,51.9,11,yes,DNA_fingerprinting,2003,2005,3,May,July,yes,124,Jynx_torquilla,Jynx_torquilla,Jynx_torquilla,Jynx_torquilla,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,NA,NA,,NA,NA,38,0,0,0,0,0,0,Mono,NA,monogamy,Mono,0,CV,7,12,NA,NA,NA,NA,0,4,0,Territorial,Strong,51.9,11,Jynx_torquilla_51.9_11,monogamy,cavity,monogamy,monogamy,DNA_fingerprinting,3,yes,species_coordinates,1,49,2,290,biparental,biparental
228Freeland1995,total,Lagopus_lagopus,willow_ptarmigan,monogamy,256,9.4,38,13.2,59.83,-136.33,no,DNA_fingerprinting,1987,1992,6,June,July,yes,125,Lagopus_lagopus,Lagopus_lagopus,Lagopus_lagopus,Lagopus_lagopus,family,family,Pair,Pair,biparental,biparental,biparental,450,671.5,,516,695,595.4166667,0,1,0,0,0,0,Mono,Poly,mixed,MonoPoly,0,SC,3,14,NA,NA,NA,NA,1,4,0,Non-territorial,Weak,59.83,-136.33,Lagopus_lagopus_59.83_-136.33,monogamy,ground,monogamy,monogamy,DNA_fingerprinting,6,no,species_coordinates,5,33,24,232,biparental,biparental
136Benson2002,total,Lagopus_leucura,white-tailed_ptarmigan,monogamy,58,5.2,18,16.7,48.68,-113.72,no,microsatellite,1996,1998,3,May,September,yes,126,Lagopus_leucura,Lagopus_leucura,Lagopus_leucura,Lagopus_leucura,NA,no_fam,Pair,Pair,biparental,biparental,biparental,279,465,,298,416,361.8,0,1,0,0,0,0,Mono,NA,monogamy,Mono,0,SC,2,9,NA,NA,NA,NA,2,4,0,Non-territorial,Weak,48.68,-113.72,Lagopus_leucura_48.68_-113.72,monogamy,ground,monogamy,monogamy,microsatellite,3,no,species_coordinates,3,15,3,55,biparental,biparental
201van den Heuvel2014,total,Laniarius_atrococcineus,crimson-breasted_shrike,monogamy,74,18.9,41,29.3,-26.97,21.82,no,microsatellite,2008,2011,4,September,March,no,127,Laniarius_atrococcineus,Laniarius_atrococcineus,Laniarius_atrococcineus,Laniarius_atrococcineus,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,49.2,NA,,NA,NA,48.56666667,0,1,0,1,0,0,NA,NA,NA,NA,0,"CP,PL",2,3,NA,NA,NA,NA,1,4,0,Territorial,Weak,-26.97,21.82,Laniarius_atrococcineus_-26.97_21.82,monogamy,open,monogamy,monogamy,microsatellite,4,no,species_coordinates,12,29,14,60,biparental,biparental
436Yamagishi1992,total,Lanius_bucephalus,bull-headed_shrike,monogamy,99,10.1,24,16.7,34.57,135.53,no,DNA_fingerprinting,1989,1989,1,March,June,single-year study,128,Lanius_bucephalus,Lanius_bucephalus,Lanius_bucephalus,Lanius_bucephalus,family,family,Pair,Pair,biparental,biparental,biparental,34,54.4,,35,46,42.35,0,0,0,1,0,0,Mono,NA,monogamy,Mono,0,CP,2,7,NA,NA,NA,NA,1,4,0,Territorial,Strong,34.57,135.53,Lanius_bucephalus_34.57_135.53,monogamy,open,monogamy,monogamy,DNA_fingerprinting,1,no,species_coordinates,4,20,10,89,biparental,biparental
291Etterson2004,total,Lanius_ludovicianus,loggerhead_shrike,monogamy,179,4.5,36,13.9,34,-98,no,microsatellite,1998,1999,2,March,July,no,129,Lanius_ludovicianus,Lanius_ludovicianus,Lanius_ludovicianus,Lanius_ludovicianus,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,47.4,NA,,47.9,NA,47.2,0,0,1,0,0,0,Mono,NA,monogamy,Mono,0,CP,3,9,NA,NA,NA,NA,1,4,0,Territorial,Strong,34,-98,Lanius_ludovicianus_34_-98,monogamy,open,monogamy,monogamy,microsatellite,2,no,species_coordinates,5,31,8,171,biparental,biparental
167Valera2003,total,Lanius_minor,lesser_gray_shrike,monogamy,136,0,36,0,48.58,19.3,no,DNA_fingerprinting,1996,1997,2,April,July,no,130,Lanius_minor,Lanius_minor,Lanius_minor,Lanius_minor,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,45,50,,43,48,48.1,0,0,1,0,0,0,Mono,NA,monogamy,Mono,0,CP,3,7,NA,NA,NA,NA,0,4,0,Territorial,Strong,48.58,19.3,Lanius_minor_48.58_19.3,monogamy,open,monogamy,monogamy,DNA_fingerprinting,2,no,species_coordinates,0,36,0,136,biparental,biparental
295Bukacińska1998,total,Larus_canus,common_gull,monogamy,55,3.6,24,8.3,51.67,21.58,no,DNA_fingerprinting,1996,1997,2,April,July,no,131,Larus_canus,Larus_canus,Larus_canus,Larus_canus,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,290,530,,340,552,431.3333333,1,1,0,0,1,0,Mono,NA,monogamy,Mono,0,HC,3,5,NA,NA,NA,NA,0,4,0,Non-territorial,Strong,51.67,21.58,Larus_canus_51.67_21.58,monogamy,open,monogamy,monogamy,DNA_fingerprinting,2,no,species_coordinates,2,22,2,53,biparental,biparental
279Gilbert1998,total,Larus_occidentalis,western_gull,monogamy,33,0,22,0,37.7,-123,no,DNA_fingerprinting,1994,1995,2,April,July,no,132,Larus_occidentalis,Larus_occidentalis,Larus_occidentalis,Larus_occidentalis,family,family,Pair,Pair,biparental,biparental,biparental,769,1011,,800,1250,957.5,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,1,5,NA,NA,NA,NA,0,4,0,Non-territorial,Weak,37.7,-123,Larus_occidentalis_37.7_-123,monogamy,NA,monogamy,monogamy,DNA_fingerprinting,2,no,species_coordinates,0,22,0,33,biparental,biparental
388Ležalová-Piálková2011,total,Larus_ridibundus,black-headed_gull,monogamy,79,20.3,30,33.3,48.92,17.08,no,microsatellite,2004,2004,1,April,May,single-year study,133,Larus_ridibundus,Larus_ridibundus,Chroicocephalus_ridibundus,Chroicocephalus_ridibundus,NA,NA,Pair,Pair,biparental,biparental,biparental,NA,NA,,NA,NA,261,1,0,0,0,0,0,Mono,NA,monogamy,Mono,0,SC,1,3,NA,NA,NA,NA,1,4,0,Non-territorial,Weak,48.92,17.08,Larus_ridibundus_48.92_17.08,monogamy,ground,monogamy,monogamy,microsatellite,1,no,species_coordinates,10,20,16,63,biparental,biparental
221Ewen2008,total,Lichenostomus_chrysops,yellow-faced_honeyeater,monogamy,18,44.4,NA,NA,-37.68,145.52,no,microsatellite,1997,2000,4,September,February,no,134,Lichenostomus_chrysops,Lichenostomus_chrysops,Caligavis_chrysops,Caligavis_chrysops,no_fam,no_fam,pair,Pair,biparental,biparental,biparental,13.8,20,,12,20.5,16.36666667,0,0,1,1,0,0,NA,NA,NA,NA,0,CP,1,3,NA,NA,NA,NA,2,4,0,Territorial,Strong,-37.68,145.52,Lichenostomus_chrysops_-37.68_145.52,monogamy,open,monogamy,monogamy,microsatellite,4,no,species_coordinates,NA,NA,8,10,biparental,biparental
225Neto2010,total,Locustella_luscinioides,Savi’s_warbler,monogamy,392,4.1,102,5.9,40.63,-8.68,no,microsatellite,2002,2008,7,March,July,yes,135,Locustella_luscinioides,Locustella_luscinioides,Locustella_luscinioides,Locustella_luscinioides,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,NA,NA,,NA,NA,16.1,0,0,0,0,0,0,Mono,NA,monogamy,Mono,0,CP,2,6,NA,NA,NA,NA,1,4,0,Territorial,Strong,40.63,-8.68,Locustella_luscinioides_40.63_-8.68,monogamy,open,monogamy,monogamy,microsatellite,7,no,species_coordinates,6,96,16,376,biparental,biparental
344Kleven2008,total,Loxia_curvirostra,common_crossbill,monogamy,96,0,34,0,59.5,11.33,no,microsatellite,1994,2007,14,January,April,no,136,Loxia_curvirostra,Loxia_curvirostra,Loxia_curvirostra,Loxia_curvirostra,no_fam,no_fam,pair,Pair,biparental,biparental,biparental,23.7,42.4,,23.8,45.4,33.825,0,0,0,0,0,0,Mono,NA,monogamy,Mono,0,CP,2,4,NA,NA,NA,NA,0,4,0,Non-territorial,Weak,59.5,11.33,Loxia_curvirostra_59.5_11.33,monogamy,open,monogamy,monogamy,microsatellite,14,no,species_coordinates,0,34,0,96,biparental,biparental
379Fleischer1994,total,Loxioides_bailleui,palila,monogamy,20,0,12,0,19.82,-155.47,no,DNA_fingerprinting,1993,1994,2,NA,NA,no,137,Loxioides_bailleui,Loxioides_bailleui,Loxioides_bailleui,Loxioides_bailleui,coop_families,coop_families,Cooperation,Cooperation,cooperation,cooperation,cooperation,36,37.6,,38.1,NA,37.425,0,0,0,0,0,0,NA,NA,NA,NA,1,CP,1,3,NA,NA,NA,NA,0,4,0,Territorial,Weak,19.82,-155.47,Loxioides_bailleui_19.82_-155.47,monogamy,open,monogamy,monogamy,DNA_fingerprinting,2,no,species_coordinates,0,12,0,20,NA,NA
78Landgraf2017,total,Luscinia_megarhynchos,common_nightingale,monogamy,121,21.5,28,46.4,52.4,12.97,no,microsatellite,2009,2012,4,May,July,no,138,Luscinia_megarhynchos,Luscinia_megarhynchos,Luscinia_megarhynchos,Luscinia_megarhynchos,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,NA,NA,,NA,NA,25.5,0,0,0,0,0,0,Mono,NA,monogamy,Mono,0,"CP,DM",4,5,NA,NA,NA,NA,1,4,0,Territorial,Strong,52.4,12.97,Luscinia_megarhynchos_52.4_12.97,monogamy,ground,monogamy,monogamy,microsatellite,4,no,species_coordinates,13,15,26,95,biparental,biparental
17Johnsen2003,total,Luscinia_svecica,bluethroat,monogamy,1568,26.3,245,47.8,62.42,8.87,no,DNA_fingerprinting/microsatellite,1991,2000,10,May,July,yes,139,Luscinia_svecica,Luscinia_svecica,Luscinia_svecica,Luscinia_svecica,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,14.5,22,,15.1,19.5,18.01666667,0,0,0,0,0,0,Mono,Poly,mixed,MonoPoly,0,CP,4,7,NA,NA,NA,NA,2,4,0,Territorial,Strong,62.42,8.87,Luscinia_svecica_62.42_8.87,monogamy,open,monogamy,monogamy,mixed_other,10,no,species_coordinates,117,128,412,1156,biparental,biparental
