Study_ID,level,Scientific_name,Common_name,Breeding_system,N_offspring_sampled,EPY_percent,N_broods_sampled,EPP_percent,Lat,Long,nest_box,marker_type,year_of_study_START,year_of_study_END,study_duration,breeding_start,breeding_end,yearly_data,No,Scientific_name_amended,Jetz_name,Clements_name,BIRDBASE_clements_names,fam_sys_known,fam_sys_inferred,breedsys_known,breedsys_inferred,breedsys_cat,breedsys_cat1,breedsys_cat2,Female.MinMass,Female.MaxMass,,Male.MinMass,Male.MaxMass,Average.Mass,Social_1,Social_2,Social_3,Social_4,Social_5,Social_6,Mono,Poly,mono_poly_model,BS_Birdbase,Coop,Nest_type,CS_min,CS_max,cooperative_breeding,max_pa,match_source,MG_comments,Sexual selection,Data certainty,Sex-role_reversal,Territoriality,Migration,Lat_round,Long_round,population_id,breeding_system_cat,nest_type_model,breeding_system_3cat,breeding_system_model,marker_type_model,study_duration_num,nest_box_model,population_id_source,n_mixed_broods,n_non_mixed_broods,n_EPY_offspring,n_WPY_offspring,parental_care_model,parental_care_binary
298Dallimer2007,total,Quelea_quelea,red-billed_quelea,monogamy,56,21.4,37,32.4,-21.08,31.92,no,microsatellite,1998,1998,1,NA,NA,single-year study,321,Quelea_quelea,Quelea_quelea,Quelea_quelea,Quelea_quelea,NA,no_fam,Pair,Pair,biparental,biparental,biparental,10,31,,9,32,20.5,1,1,0,0,0,0,Mono,Poly,mixed,MonoPoly,0,SP,1,5,NA,NA,NA,NA,2,4,0,Territorial,Weak,-21.08,31.92,Quelea_quelea_-21.08_31.92,monogamy,other_enclosed,monogamy,monogamy,microsatellite,1,no,species_coordinates,12,25,12,44,biparental,biparental
454Krueger2008,total,Ramphocelus_costaricensis,Cherrie’s_tanager,monogamy,55,49.1,31,54.8,8.7,-83.2,no,microsatellite,2000,2001,2,January,July,no,322,Ramphocelus_costaricensis,Ramphocelus_costaricensis,Ramphocelus_passerinii,Ramphocelus_passerinii,NA,no_fam,NA,NA,NA,NA,NA,27,33.1,,25.5,35.4,30.58333333,0,1,1,0,0,0,NA,NA,NA,NA,0,CP,1,3,NA,NA,NA,NA,2,4,0,Territorial,Weak,8.7,-83.2,Ramphocelus_costaricensis_8.7_-83.2,monogamy,open,monogamy,monogamy,microsatellite,2,no,species_coordinates,17,14,27,28,NA,NA
7Ball 2017,total,Remiz_coronatus,white-crowned_penduline_tit,monogamy,29,0,5,0,42.42,70.48,no,microsatellite,2008,2008,1,April,July,single-year study,323,Remiz_coronatus,Remiz_coronatus,Remiz_coronatus,Remiz_coronatus,no_fam,no_fam,NA,Pair,NA,NA,NA,7.8,NA,,NA,NA,7.833333333,0,1,0,0,0,0,Mono,Poly,mixed,MonoPoly,0,PN,3,9,no,0,Clements_name,NA,0,4,0,Territorial,Strong,42.42,70.48,Remiz_coronatus_42.42_70.48,monogamy,other_enclosed,monogamy,monogamy,microsatellite,1,no,species_coordinates,0,5,0,29,NA,NA
228Hoffman2010,total,Rhipidura_fuliginosa,grey_fantail,monogamy,49,55.1,25,64,-35.45,149.28,no,microsatellite,2002,2005,4,September,February,yes,324,Rhipidura_fuliginosa,Rhipidura_fuliginosa,Rhipidura_albiscapa,Rhipidura_albiscapa,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,6,11.8,,6.8,10.5,8.433333333,0,0,0,0,0,0,NA,NA,NA,NA,0,CP,1,5,NA,NA,NA,NA,2,4,0,Territorial,Weak,-35.45,149.28,Rhipidura_fuliginosa_-35.45_149.28,monogamy,open,monogamy,monogamy,microsatellite,4,no,species_coordinates,16,9,27,22,biparental,biparental
293 Alves1998,total,Riparia_riparia,sand_martin,monogamy,167,13.8,45,35.6,56.2,-3.98,no,DNA_fingerprinting,1990,1992,3,April,August,no,325,Riparia_riparia,Riparia_riparia,Riparia_riparia,Riparia_riparia,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,10.2,18.8,,10.6,16.4,13.7,1,0,0,0,0,0,Mono,Poly,mixed,MonoPoly,0,BU,2,7,NA,NA,NA,NA,1,4,0,Non-territorial,Strong,56.2,-3.98,Riparia_riparia_56.2_-3.98,monogamy,cavity,monogamy,monogamy,DNA_fingerprinting,3,no,species_coordinates,16,29,23,144,biparental,biparental
211Augustin2007,total,Riparia_riparia,sand_martin,monogamy,168,20.2,41,36.6,48.3,21.08,no,DNA_fingerprinting,2002,2002,1,May,June,single-year study,325,Riparia_riparia,Riparia_riparia,Riparia_riparia,Riparia_riparia,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,10.2,18.8,,10.6,16.4,13.7,1,0,0,0,0,0,Mono,Poly,mixed,MonoPoly,0,BU,2,7,NA,NA,NA,NA,1,4,0,Non-territorial,Strong,48.3,21.08,Riparia_riparia_48.3_21.08,monogamy,cavity,monogamy,monogamy,DNA_fingerprinting,1,no,species_coordinates,15,26,34,134,biparental,biparental
165Helfenstein2004,total,Rissa_tridactyla,black-legged_kittiwake,monogamy,119,0,86,0,48.08,-4.58,no,microsatellite,1999,2001,3,March,July,no,326,Rissa_tridactyla,Rissa_tridactyla,Rissa_tridactyla,Rissa_tridactyla,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,305,540,,310,585,439.3333333,1,0,0,0,0,0,Mono,NA,monogamy,Mono,0,HC,1,3,NA,NA,NA,NA,0,4,0,Non-territorial,Weak,48.08,-4.58,Rissa_tridactyla_48.08_-4.58,monogamy,open,monogamy,monogamy,microsatellite,3,no,species_coordinates,0,86,0,119,biparental,biparental
31Beheler2003,total,Sayornis_phoebe,Eastern_phoebe,monogamy,769,5.1,174,9.2,38.9,-86.9,no,microsatellite,1998,2000,3,March,July,no,327,Sayornis_phoebe,Sayornis_phoebe,Sayornis_phoebe,Sayornis_phoebe,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,16.7,20.5,,19.4,20,19.13333333,0,0,0,0,0,0,Mono,Poly,mixed,MonoPoly,0,NA,2,6,NA,NA,NA,NA,1,4,0,Territorial,Strong,38.9,-86.9,Sayornis_phoebe_38.9_-86.9,monogamy,NA,monogamy,monogamy,microsatellite,3,no,species_coordinates,16,158,39,730,biparental,biparental
245Conrad1998,total,Sayornis_phoebe,Eastern_phoebe,monogamy,76,11.8,20,20,44.57,-76.32,no,DNA_fingerprinting,1993,1994,2,April,August,no,327,Sayornis_phoebe,Sayornis_phoebe,Sayornis_phoebe,Sayornis_phoebe,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,16.7,20.5,,19.4,20,19.13333333,0,0,0,0,0,0,Mono,Poly,mixed,MonoPoly,0,NA,2,6,NA,NA,NA,NA,1,4,0,Territorial,Strong,44.57,-76.32,Sayornis_phoebe_44.57_-76.32,monogamy,NA,monogamy,monogamy,DNA_fingerprinting,2,no,species_coordinates,4,16,9,67,biparental,biparental
108Voigt2003,total,Serinus_canaria,canary,monogamy,45,0,15,0,32.58,-16.47,no,DNA_fingerprinting,1996,1997,2,February,June,no,328,Serinus_canaria,Serinus_canaria,Serinus_canaria,Serinus_canaria,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,NA,NA,,20.1,29.8,21.225,0,0,0,0,0,0,Mono,NA,monogamy,Mono,0,CP,3,4,NA,NA,NA,NA,0,4,0,Territorial,Weak,32.58,-16.47,Serinus_canaria_32.58_-16.47,monogamy,open,monogamy,monogamy,DNA_fingerprinting,2,no,species_coordinates,0,15,0,45,biparental,biparental
306Hoi-Leitner1999,total,Serinus_serinus,serin,monogamy,139,9.4,47,14.9,37.87,-3.92,no,DNA_fingerprinting,1995,1997,3,February,July,no,329,Serinus_serinus,Serinus_serinus,Serinus_serinus,Serinus_serinus,NA,no_fam,Pair,Pair,biparental,biparental,biparental,NA,NA,,NA,NA,11.25,1,1,1,1,1,0,Mono,NA,monogamy,Mono,0,PL,3,4,NA,NA,NA,NA,1,4,0,Territorial,Weak,37.87,-3.92,Serinus_serinus_37.87_-3.92,monogamy,open,monogamy,monogamy,DNA_fingerprinting,3,no,species_coordinates,7,40,13,126,biparental,biparental
354Mota2003,total,Serinus_serinus,serin,monogamy,61,0,21,0,40.17,-8.55,no,DNA_fingerprinting,1991,1993,3,March,July,no,329,Serinus_serinus,Serinus_serinus,Serinus_serinus,Serinus_serinus,NA,no_fam,Pair,Pair,biparental,biparental,biparental,NA,NA,,NA,NA,11.25,1,1,1,1,1,0,Mono,NA,monogamy,Mono,0,PL,3,4,NA,NA,NA,NA,1,4,0,Territorial,Weak,40.17,-8.55,Serinus_serinus_40.17_-8.55,monogamy,open,monogamy,monogamy,DNA_fingerprinting,3,no,species_coordinates,0,21,0,61,biparental,biparental
360Kappes2009,total,Setophaga_ruticilla,American_redstart,monogamy,81,44.4,28,64.3,41.77,-79.93,no,microsatellite,2002,2003,2,May,July,yes,330,Setophaga_ruticilla,Setophaga_ruticilla,Setophaga_ruticilla,Setophaga_ruticilla,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,6.4,10,,6.5,10.2,8.275,0,1,0,1,1,0,Mono,NA,monogamy,Mono,0,CP,1,5,NA,NA,NA,NA,2,4,0,Territorial,Strong,41.77,-79.93,Setophaga_ruticilla_41.77_-79.93,monogamy,open,monogamy,monogamy,microsatellite,2,no,species_coordinates,18,10,36,45,biparental,biparental
428Perreault1997,total,Setophaga_ruticilla,American_redstart,monogamy,108,39.8,32,59.4,45.07,-67.03,no,DNA_fingerprinting,1987,1989,3,May,July,yes,330,Setophaga_ruticilla,Setophaga_ruticilla,Setophaga_ruticilla,Setophaga_ruticilla,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,6.4,10,,6.5,10.2,8.275,0,1,0,1,1,0,Mono,NA,monogamy,Mono,0,CP,1,5,NA,NA,NA,NA,2,4,0,Territorial,Strong,45.07,-67.03,Setophaga_ruticilla_45.07_-67.03,monogamy,open,monogamy,monogamy,DNA_fingerprinting,3,no,species_coordinates,19,13,43,65,biparental,biparental
329Reudink2009,total,Setophaga_ruticilla,American_redstart,monogamy,239,23.4,75,42.7,44.57,-76.32,no,microsatellite,2004,2007,4,May,July,no,330,Setophaga_ruticilla,Setophaga_ruticilla,Setophaga_ruticilla,Setophaga_ruticilla,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,6.4,10,,6.5,10.2,8.275,0,1,0,1,1,0,Mono,NA,monogamy,Mono,0,CP,1,5,NA,NA,NA,NA,2,4,0,Territorial,Strong,44.57,-76.32,Setophaga_ruticilla_44.57_-76.32,monogamy,open,monogamy,monogamy,microsatellite,4,no,species_coordinates,32,43,56,183,biparental,biparental
417Balenger2009,total,Sialia_currucoides,mountain_bluebird,monogamy,465,36.3,92,71.7,44.63,-107,yes,microsatellite,2004,2005,2,May,July,no,331,Sialia_currucoides,Sialia_currucoides,Sialia_currucoides,Sialia_currucoides,no_fam,no_fam,pair,Pair,biparental,biparental,biparental,24,37,,25,34.3,30.075,0,1,0,0,0,0,NA,NA,NA,NA,3,CP,5,6,NA,NA,NA,NA,2,4,0,Territorial,Strong,44.63,-107,Sialia_currucoides_44.63_-107,monogamy,open,monogamy,monogamy,microsatellite,2,yes,species_coordinates,66,26,169,296,biparental,biparental
151O’Brien2011,total,Sialia_currucoides,mountain_bluebird,monogamy,900,32,177,65,51,-122,yes,microsatellite,2006,2008,3,April,NA,no,331,Sialia_currucoides,Sialia_currucoides,Sialia_currucoides,Sialia_currucoides,no_fam,no_fam,pair,Pair,biparental,biparental,biparental,24,37,,25,34.3,30.075,0,1,0,0,0,0,NA,NA,NA,NA,3,CP,5,6,NA,NA,NA,NA,2,4,0,Territorial,Strong,51,-122,Sialia_currucoides_51_-122,monogamy,open,monogamy,monogamy,microsatellite,3,yes,species_coordinates,115,62,288,612,biparental,biparental
403Meek1994,total,Sialia_sialis,Eastern_bluebird,monogamy,83,8.4,21,23.8,44.57,-76.32,yes,DNA_fingerprinting,1989,1991,3,NA,NA,no,332,Sialia_sialis,Sialia_sialis,Sialia_sialis,Sialia_sialis,family,family,pair,Pair,biparental,biparental,biparental,29,32,,28,31,29.88333333,1,1,0,0,0,0,Mono,Poly,mixed,MonoPoly,3,CP,4,5,NA,NA,NA,NA,1,4,0,Territorial,Weak,44.57,-76.32,Sialia_sialis_44.57_-76.32,monogamy,open,monogamy,monogamy,DNA_fingerprinting,3,yes,species_coordinates,5,16,7,76,biparental,biparental
176Segelbacher2005,total,Sitta_europaea,European_nuthatch,monogamy,188,9.6,32,37.5,48.53,9.05,yes,microsatellite,1995,1999,5,April,May,no,333,Sitta_europaea,Sitta_europaea,Sitta_europaea,Sitta_europaea,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,10.3,30.5,,15.5,28,21.51666667,0,1,0,1,0,0,Mono,NA,monogamy,Mono,0,"CV,CR,O",4,13,NA,NA,NA,NA,1,4,0,Territorial,Weak,48.53,9.05,Sitta_europaea_48.53_9.05,monogamy,cavity,monogamy,monogamy,microsatellite,5,yes,species_coordinates,12,20,18,170,biparental,biparental
310Schwartz1999,total,Spheniscus_humboldti,Humboldt_penguin,monogamy,49,0,21,0,-15.37,-75.2,no,DNA_fingerprinting,1995,1995,1,March,December,single-year study,334,Spheniscus_humboldti,Spheniscus_humboldti,Spheniscus_humboldti,Spheniscus_humboldti,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,2950,5400,,3450,6000,4416.666667,1,0,0,0,0,0,NA,NA,NA,NA,0,"BU,CR",2,2,NA,NA,NA,NA,0,4,0,Non-territorial,Weak,-15.37,-75.2,Spheniscus_humboldti_-15.37_-75.2,monogamy,cavity,monogamy,monogamy,DNA_fingerprinting,1,no,species_coordinates,0,21,0,49,biparental,biparental
43Sousa2013,total,Spiza_americana,dickcissel,monogamy,218,38.5,92,52.2,39.08,-96.58,no,microsatellite,2006,2007,2,May,August,no,335,Spiza_americana,Spiza_americana,Spiza_americana,Spiza_americana,no_fam,no_fam,Female only,Female only,uniparental,uniparental,uniparental,21.8,36,,25,42.24,31.26,0,1,0,0,1,0,Mono,Poly,mixed,MonoPoly,0,CP,3,7,NA,NA,NA,NA,3,4,0,Territorial,Strong,39.08,-96.58,Spiza_americana_39.08_-96.58,monogamy,open,monogamy,monogamy,microsatellite,2,no,species_coordinates,48,44,84,134,uniparental,uniparental
3Celis-Murillo2017,total,Spizella_pusilla,field_sparrow,monogamy,308,9.7,80,40,40.2,-87.72,no,microsatellite,2012,2014,3,May,July,no,336,Spizella_pusilla,Spizella_pusilla,Spizella_pusilla,Spizella_pusilla,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,11.4,14,,11.5,15,13.81666667,0,0,0,0,0,0,NA,NA,NA,NA,0,CP,2,6,NA,NA,NA,NA,1,4,0,Territorial,Weak,40.2,-87.72,Spizella_pusilla_40.2_-87.72,monogamy,open,monogamy,monogamy,microsatellite,3,no,species_coordinates,32,48,30,278,biparental,biparental
127Dlehanty1998,total,Steganopus_tricolor,Wilson’s_phalarope,monogamy,43,0,15,0,51.45,-105.17,no,DNA_fingerprinting,1990,1990,1,June,August,single-year study,337,Steganopus_tricolor,Steganopus_tricolor,Phalaropus_tricolor,Phalaropus_tricolor,no_fam,no_fam,Male only,Male only,uniparental,uniparental,uniparental,46,128,,35,103,78,0,0,0,0,0,0,NA,Poly,polygamy,Poly,0,SC,4,4,NA,NA,NA,NA,2,4,1,Non-territorial,Strong,51.45,-105.17,Steganopus_tricolor_51.45_-105.17,monogamy,ground,monogamy,monogamy,DNA_fingerprinting,1,no,species_coordinates,0,15,0,43,uniparental,uniparental
223Gonzalez-Solis2001,total,Sterna_hirundo,common_tern,monogamy,102,1,34,2.9,53.52,8.08,no,DNA_fingerprinting,1999,1999,1,April,June,single-year study,338,Sterna_hirundo,Sterna_hirundo,Sterna_hirundo,Sterna_hirundo,family,family,pair,Pair,biparental,biparental,biparental,117,128,,116.5,124,125.75,1,0,0,0,1,0,Mono,NA,monogamy,Mono,3,SC,2,3,no,0,Clements_name,NA,0,4,0,Non-territorial,Strong,53.52,8.08,Sterna_hirundo_53.52_8.08,monogamy,ground,monogamy,monogamy,DNA_fingerprinting,1,no,species_coordinates,1,33,1,101,biparental,biparental
303Griggio2004,total,Sterna_hirundo,common_tern,monogamy,29,0,10,0,45.35,12.27,no,DNA_fingerprinting,1996,1998,3,May,July,no,338,Sterna_hirundo,Sterna_hirundo,Sterna_hirundo,Sterna_hirundo,family,family,pair,Pair,biparental,biparental,biparental,117,128,,116.5,124,125.75,1,0,0,0,1,0,Mono,NA,monogamy,Mono,3,SC,2,3,no,0,Clements_name,NA,0,4,0,Non-territorial,Strong,45.35,12.27,Sterna_hirundo_45.35_12.27,monogamy,ground,monogamy,monogamy,DNA_fingerprinting,3,no,species_coordinates,0,10,0,29,biparental,biparental
467Saladin2007,total,Strix_aluco,tawny_owl,monogamy,137,0.7,37,2.7,46,6,yes,microsatellite,2004,2004,1,January,NA,single-year study,339,Strix_aluco,Strix_aluco,Strix_aluco,Strix_aluco,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,415,620,,385,500,480,0,0,0,0,0,0,Mono,NA,monogamy,Mono,0,"CR,CV,O",2,9,NA,NA,NA,NA,0,4,0,Territorial,Weak,46,6,Strix_aluco_46_6,monogamy,cavity,monogamy,monogamy,microsatellite,1,yes,species_coordinates,1,36,1,136,biparental,biparental
358Cordero2003,total,Sturnus_unicolor,spotless_starling,monogamy,334,15.9,96,41.7,40.5,-4,yes,DNA_fingerprinting,1996,1997,2,April,NA,yes,340,Sturnus_unicolor,Sturnus_unicolor,Sturnus_unicolor,Sturnus_unicolor,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,90.2,NA,,94.1,NA,88.575,1,1,0,0,0,0,Mono,Poly,mixed,MonoPoly,0,O,3,5,NA,NA,NA,NA,1,4,0,Non-territorial,Weak,40.5,-4,Sturnus_unicolor_40.5_-4,monogamy,open,monogamy,monogamy,DNA_fingerprinting,2,yes,species_coordinates,40,56,53,281,biparental,biparental
147García-Vigón2008,total,Sturnus_unicolor,spotless_starling,monogamy,202,15.3,56,48.2,40.5,-4,yes,microsatellite,1998,2000,3,April,NA,no,340,Sturnus_unicolor,Sturnus_unicolor,Sturnus_unicolor,Sturnus_unicolor,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,90.2,NA,,94.1,NA,88.575,1,1,0,0,0,0,Mono,Poly,mixed,MonoPoly,0,O,3,5,NA,NA,NA,NA,1,4,0,Non-territorial,Weak,40.5,-4,Sturnus_unicolor_40.5_-4,monogamy,open,monogamy,monogamy,microsatellite,3,yes,species_coordinates,27,29,31,171,biparental,biparental
22Loyau2005,total,Sturnus_vulgaris,common_starling,monogamy,196,16.8,48,43.8,46.52,6.57,yes,microsatellite,2001,2002,2,April,June,yes,341,Sturnus_vulgaris,Sturnus_vulgaris,Sturnus_vulgaris,Sturnus_vulgaris,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,62.2,97,,66,106,81.03333333,0,0,0,0,0,0,Mono,Poly,mixed,MonoPoly,3,CV,4,7,no,1.1,Clements_name,NA,2,4,0,Non-territorial,Weak,46.52,6.57,Sturnus_vulgaris_46.52_6.57,monogamy,cavity,monogamy,monogamy,microsatellite,2,yes,species_coordinates,21,27,33,163,biparental,biparental
390Pinxten1993,total,Sturnus_vulgaris,common_starling,monogamy,62,9.7,14,28.6,51.22,4.67,yes,DNA_fingerprinting,1988,1989,2,April,June,yes,341,Sturnus_vulgaris,Sturnus_vulgaris,Sturnus_vulgaris,Sturnus_vulgaris,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,62.2,97,,66,106,81.03333333,0,0,0,0,0,0,Mono,Poly,mixed,MonoPoly,3,CV,4,7,no,1.1,Clements_name,NA,2,4,0,Non-territorial,Weak,51.22,4.67,Sturnus_vulgaris_51.22_4.67,monogamy,cavity,monogamy,monogamy,DNA_fingerprinting,2,yes,species_coordinates,4,10,6,56,biparental,biparental
183Smith1998,total,Sturnus_vulgaris,common_starling,monogamy,157,15.9,37,40.5,55.72,13.45,yes,DNA_fingerprinting,1991,1997,7,April,June,no,341,Sturnus_vulgaris,Sturnus_vulgaris,Sturnus_vulgaris,Sturnus_vulgaris,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,62.2,97,,66,106,81.03333333,0,0,0,0,0,0,Mono,Poly,mixed,MonoPoly,3,CV,4,7,no,1.1,Clements_name,NA,2,4,0,Non-territorial,Weak,55.72,13.45,Sturnus_vulgaris_55.72_13.45,monogamy,cavity,monogamy,monogamy,DNA_fingerprinting,7,yes,species_coordinates,15,22,25,132,biparental,biparental
320Baumgarten2001,total,Sula_dactylatra,masked_booby,monogamy,6,0,6,0,-18.17,-39.33,no,DNA_fingerprinting,1996,1997,2,September,October,no,342,Sula_dactylatra,Sula_dactylatra,Sula_dactylatra,Sula_dactylatra,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,1375,2353,,1220,2211,1811.8,1,0,0,0,0,0,NA,NA,NA,NA,0,SC,1,2,NA,NA,NA,NA,0,4,0,Non-territorial,Weak,-18.17,-39.33,Sula_dactylatra_-18.17_-39.33,monogamy,ground,monogamy,monogamy,DNA_fingerprinting,2,no,species_coordinates,0,6,0,6,biparental,biparental
126Anderson2006,total,Sula_granti,Nazca_booby,monogamy,32,0,21,0,-1.33,-89.67,no,DNA_fingerprinting,1990,1990,1,NA,NA,single-year study,343,Sula_granti,Sula_granti,Sula_granti,Sula_granti,NA,NA,NA,NA,NA,NA,NA,1470,2350,,1220,1970,1752.5,1,0,0,0,0,0,NA,NA,NA,NA,0,NA,1,2,no,0,Clements_name,NA,0,4,0,Non-territorial,Weak,-1.33,-89.67,Sula_granti_-1.33_-89.67,monogamy,NA,monogamy,monogamy,DNA_fingerprinting,1,no,species_coordinates,0,21,0,32,NA,NA
12Ramos2014,total,Sula_nebouxii,blue-footed_booby,monogamy,799,6.9,453,10.6,21.87,-105.9,no,microsatellite,2011,2011,1,February,July,single-year study,344,Sula_nebouxii,Sula_nebouxii,Sula_nebouxii,Sula_nebouxii,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,1450,2230,,1100,1580,1590,1,0,0,0,0,0,NA,NA,NA,NA,0,NA,1,3,NA,NA,NA,NA,1,4,0,Non-territorial,Weak,21.87,-105.9,Sula_nebouxii_21.87_-105.9,monogamy,NA,monogamy,monogamy,microsatellite,1,no,species_coordinates,48,405,55,744,biparental,biparental
352Baião2009,total,Sula_sula,red-footed_booby,monogamy,14,0,14,0,-1.33,-89.67,no,DNA_fingerprinting,2005,2005,1,NA,NA,single-year study,345,Sula_sula,Sula_sula,Sula_sula,Sula_sula,family,family,Cooperation,Cooperation,cooperation,cooperation,cooperation,1131,1218,,1028,NA,1086.6,1,0,0,0,0,0,Mono,NA,monogamy,Mono,0,PL,1,1,yes,20,Clements_name,NA,0,4,0,Non-territorial,Weak,-1.33,-89.67,Sula_sula_-1.33_-89.67,monogamy,open,monogamy,monogamy,DNA_fingerprinting,1,no,species_coordinates,0,14,0,14,NA,NA
347Moore1999,total,Tachycineta_albilinea,mangrove_swallow,monogamy,97,15.5,31,25.8,9.17,-79.85,yes,DNA_fingerprinting/microsatellite,1996,1996,1,January,July,single-year study,346,Tachycineta_albilinea,Tachycineta_albilinea,Tachycineta_albilinea,Tachycineta_albilinea,NA,no_fam,Pair,Pair,biparental,biparental,biparental,13.6,16,,10,14,14.26666667,0,0,0,1,0,0,Mono,NA,monogamy,Mono,0,"CV,O",3,5,NA,NA,NA,NA,1,4,0,Non-territorial,Weak,9.17,-79.85,Tachycineta_albilinea_9.17_-79.85,monogamy,cavity,monogamy,monogamy,mixed_other,1,yes,species_coordinates,8,23,15,82,biparental,biparental
59Barber1996,total,Tachycineta_bicolor,tree_swallow,monogamy,111,68.5,25,84,44.7,-76.2,no,DNA_fingerprinting,1992,1993,2,June,June,yes,167,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,no_fam,no_fam,pair,Pair,biparental,biparental,biparental,NA,NA,,20,21,20.875,0,1,1,1,1,0,Mono,Poly,mixed,MonoPoly,0,CV,2,8,NA,NA,NA,NA,2,4,0,Non-territorial,Strong,44.7,-76.2,Tachycineta_bicolor_44.7_-76.2,monogamy,cavity,monogamy,monogamy,DNA_fingerprinting,2,no,species_coordinates,21,4,76,35,biparental,biparental
59Barber1996,total,Tachycineta_bicolor,tree_swallow,monogamy,172,55.8,39,71.8,44.7,-76.2,yes,DNA_fingerprinting,1990,1991,2,April,June,yes,167,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,no_fam,no_fam,pair,Pair,biparental,biparental,biparental,NA,NA,,20,21,20.875,0,1,1,1,1,0,Mono,Poly,mixed,MonoPoly,0,CV,2,8,NA,NA,NA,NA,2,4,0,Non-territorial,Strong,44.7,-76.2,Tachycineta_bicolor_44.7_-76.2,monogamy,cavity,monogamy,monogamy,DNA_fingerprinting,2,yes,species_coordinates,28,11,96,76,biparental,biparental
244Conrad2001,total,Tachycineta_bicolor,tree_swallow,monogamy,529,51.4,106,74.5,44.57,-76.32,yes,microsatellite,1990,1995,6,April,June,no,167,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,no_fam,no_fam,pair,Pair,biparental,biparental,biparental,NA,NA,,20,21,20.875,0,1,1,1,1,0,Mono,Poly,mixed,MonoPoly,0,CV,2,8,NA,NA,NA,NA,2,4,0,Non-territorial,Strong,44.57,-76.32,Tachycineta_bicolor_44.57_-76.32,monogamy,cavity,monogamy,monogamy,microsatellite,6,yes,species_coordinates,79,27,272,257,biparental,biparental
244Conrad2001,total,Tachycineta_bicolor,tree_swallow,monogamy,67,55.2,13,84.6,44.58,-66.77,yes,microsatellite,1993,1993,1,April,June,single-year study,167,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,no_fam,no_fam,pair,Pair,biparental,biparental,biparental,NA,NA,,20,21,20.875,0,1,1,1,1,0,Mono,Poly,mixed,MonoPoly,0,CV,2,8,NA,NA,NA,NA,2,4,0,Non-territorial,Strong,44.58,-66.77,Tachycineta_bicolor_44.58_-66.77,monogamy,cavity,monogamy,monogamy,microsatellite,1,yes,species_coordinates,11,2,37,30,biparental,biparental
243Delmore2008,total,Tachycineta_bicolor,tree_swallow,monogamy,365,47.9,67,82.1,44.57,-76.32,yes,microsatellite,2006,2006,1,April,June,single-year study,167,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,no_fam,no_fam,pair,Pair,biparental,biparental,biparental,NA,NA,,20,21,20.875,0,1,1,1,1,0,Mono,Poly,mixed,MonoPoly,0,CV,2,8,NA,NA,NA,NA,2,4,0,Non-territorial,Strong,44.57,-76.32,Tachycineta_bicolor_44.57_-76.32,monogamy,cavity,monogamy,monogamy,microsatellite,1,yes,species_coordinates,55,12,175,190,biparental,biparental
368Dunn2006,total,Tachycineta_bicolor,tree_swallow,monogamy,NA,NA,23,69.6,43.38,-88.02,yes,microsatellite,2001,2002,2,April,May,no,167,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,no_fam,no_fam,pair,Pair,biparental,biparental,biparental,NA,NA,,20,21,20.875,0,1,1,1,1,0,Mono,Poly,mixed,MonoPoly,0,CV,2,8,NA,NA,NA,NA,2,4,0,Non-territorial,Strong,43.38,-88.02,Tachycineta_bicolor_43.38_-88.02,monogamy,cavity,monogamy,monogamy,microsatellite,2,yes,species_coordinates,16,7,NA,NA,biparental,biparental
