"total_records","min_study_year","max_study_year","records_after_1990","missing_tmp_first_month","missing_pre_first_month","missing_dtr_first_month","tmp_min_C","tmp_max_C","pre_min_mm","pre_max_mm","dtr_min_C","dtr_max_C"
441,1982,2018,414,0,0,0,-2,35.60000229,0,410.6000061,3.900000095,19.80000114
